company,name,mpg,cylinders,displacement,horsepower,weight,acceleration,sale_date,price,origin
Toyota,toyota corona,31.0,4,76.0,52.0,1649,16.5,1974-01-01,48069,japan
Audi,audi fox,29.0,4,98.0,83.0,2219,16.5,1974-01-01,29870,europe
Ford,ford gran torino (sw),14.0,8,302.0,140.0,4638,16.0,1974-01-01,45909,usa
Dodge,dodge coronet custom (sw),14.0,8,318.0,150.0,4457,13.5,1974-01-01,35731,usa
Buick,buick century luxus (sw),13.0,8,350.0,150.0,4699,14.5,1974-01-01,11324,usa
Ford,ford gran torino,16.0,8,302.0,140.0,4141,14.0,1974-01-01,47080,usa
Plymouth,plymouth satellite sebring,18.0,6,225.0,105.0,3613,16.5,1974-01-01,36256,usa
Amc,amc matador,16.0,6,258.0,110.0,3632,18.0,1974-01-01,27749,usa
Chevrolet,chevrolet chevelle malibu classic,16.0,6,250.0,100.0,3781,17.0,1974-01-01,36432,usa
Chevrolet,chevrolet vega,25.0,4,140.0,75.0,2542,17.0,1974-01-01,23807,usa
Toyota,toyota corolla 1200,32.0,4,71.0,65.0,1836,21.0,1974-01-01,38295,japan
Ford,ford pinto,26.0,4,122.0,80.0,2451,16.5,1974-01-01,36962,usa
Datsun,datsun b210,31.0,4,79.0,67.0,1950,19.0,1974-01-01,32556,japan
Chevrolet,chevrolet nova,15.0,6,250.0,100.0,3336,17.0,1974-01-01,27924,usa
Amc,amc hornet,19.0,6,232.0,100.0,2901,16.0,1974-01-01,29065,usa
Ford,ford maverick,21.0,6,200.0,,2875,17.0,1974-01-01,33322,usa
Amc,amc matador (sw),14.0,8,304.0,150.0,4257,15.5,1974-01-01,33803,usa
Volkswagen,volkswagen dasher,26.0,4,79.0,67.0,1963,15.5,1974-01-01,41968,Europe
Amc,amc hornet,19.0,6,232.0,100.0,2901,16.0,1974-01-01,28047,USA
Ford,ford gran torino (sw),14.0,8,302.0,140.0,4638,16.0,1974-01-01,15530,USA
Opel,opel manta,26.0,4,97.0,78.0,2300,14.5,1974-01-01,42562,Europe
Toyota,toyota corona,31.0,4,76.0,52.0,1649,16.5,1974-01-01,23545,Japan
Datsun,datsun 710,32.0,4,83.0,61.0,2003,19.0,1974-01-01,10663,Japan
Dodge,dodge colt,28.0,4,90.0,75.0,2125,14.5,1974-01-01,44766,USA
Fiat,fiat 128,24.0,4,90.0,75.0,2108,15.5,1974-01-01,17994,Europe
Fiat,fiat 124 tc,26.0,4,116.0,75.0,2246,14.0,1974-01-01,38021,Europe
Honda,honda civic,24.0,4,120.0,97.0,2489,15.0,1974-01-01,40303,Japan
Subaru,subaru,26.0,4,108.0,93.0,2391,15.5,1974-01-01,13304,Japan
Fiat,fiat x1.9,31.0,4,79.0,67.0,2000,16.0,1974-01-01,49353,Europe
Plymouth,plymouth duster,20.0,6,198.0,95.0,3102,16.5,1974-01-01,35939,USA
Ford,ford maverick,21.0,6,200.0,,2875,17.0,1974-01-01,31834,USA
Plymouth,plymouth duster,20.0,6,198.0,95.0,3102,16.5,1974-01-01,37569,usa
Subaru,subaru,26.0,4,108.0,93.0,2391,15.5,1974-01-01,30652,japan
Amc,amc matador (sw),14.0,8,304.0,150.0,4257,15.5,1974-01-01,39320,USA
Datsun,datsun b210,31.0,4,79.0,67.0,1950,19.0,1974-01-01,20230,Japan
Ford,ford pinto,26.0,4,122.0,80.0,2451,16.5,1974-01-01,25707,USA
Toyota,toyota corolla 1200,32.0,4,71.0,65.0,1836,21.0,1974-01-01,31976,Japan
Chevrolet,chevrolet vega,25.0,4,140.0,75.0,2542,17.0,1974-01-01,33776,USA
Chevrolet,chevrolet chevelle malibu classic,16.0,6,250.0,100.0,3781,17.0,1974-01-01,40080,USA
Amc,amc matador,16.0,6,258.0,110.0,3632,18.0,1974-01-01,11306,USA
Plymouth,plymouth satellite sebring,18.0,6,225.0,105.0,3613,16.5,1974-01-01,16776,USA
Ford,ford gran torino,16.0,8,302.0,140.0,4141,14.0,1974-01-01,37251,USA
Buick,buick century luxus (sw),13.0,8,350.0,150.0,4699,14.5,1974-01-01,19474,USA
Dodge,dodge coronet custom (sw),14.0,8,318.0,150.0,4457,13.5,1974-01-01,31959,USA
Chevrolet,chevrolet nova,15.0,6,250.0,100.0,3336,17.0,1974-01-01,36105,USA
Fiat,fiat x1.9,31.0,4,79.0,67.0,2000,16.0,1974-01-01,14748,europe
Chevrolet,chevrolet bel air,15.0,8,350.0,145.0,4440,14.0,1975-01-01,35470,usa
Chevrolet,chevrolet nova,18.0,6,250.0,105.0,3459,16.0,1975-01-01,19435,usa
Mercury,mercury monarch,15.0,6,250.0,72.0,3432,21.0,1975-01-01,33664,USA
Ford,ford maverick,15.0,6,250.0,72.0,3158,19.5,1975-01-01,11636,USA
Pontiac,pontiac catalina,16.0,8,400.0,170.0,4668,11.5,1975-01-01,30080,USA
Chevrolet,chevrolet bel air,15.0,8,350.0,145.0,4440,14.0,1975-01-01,37728,USA
Plymouth,plymouth grand fury,16.0,8,318.0,150.0,4498,14.5,1975-01-01,36736,USA
Ford,ford ltd,14.0,8,351.0,148.0,4657,13.5,1975-01-01,38673,USA
Buick,buick century,17.0,6,231.0,110.0,3907,21.0,1975-01-01,47505,USA
Chevroelt,chevroelt chevelle malibu,16.0,6,250.0,105.0,3897,18.5,1975-01-01,10854,USA
Amc,amc matador,15.0,6,258.0,110.0,3730,19.0,1975-01-01,34548,USA
Plymouth,plymouth fury,18.0,6,225.0,95.0,3785,19.0,1975-01-01,48623,USA
Buick,buick skyhawk,21.0,6,231.0,110.0,3039,15.0,1975-01-01,17392,USA
Plymouth,plymouth valiant custom,19.0,6,225.0,95.0,3264,16.0,1975-01-01,31233,usa
Chevrolet,chevrolet monza 2+2,20.0,8,262.0,110.0,3221,13.5,1975-01-01,31556,USA
Ford,ford mustang ii,13.0,8,302.0,129.0,3169,12.0,1975-01-01,48559,USA
Toyota,toyota corolla,29.0,4,97.0,75.0,2171,16.0,1975-01-01,36309,Japan
Ford,ford pinto,23.0,4,140.0,83.0,2639,17.0,1975-01-01,31919,USA
Amc,amc gremlin,20.0,6,232.0,100.0,2914,16.0,1975-01-01,14931,USA
Pontiac,pontiac astro,23.0,4,140.0,78.0,2592,18.5,1975-01-01,42970,USA
Toyota,toyota corona,24.0,4,134.0,96.0,2702,13.5,1975-01-01,22688,Japan
Volkswagen,volkswagen dasher,25.0,4,90.0,71.0,2223,16.5,1975-01-01,35342,Europe
Datsun,datsun 710,24.0,4,119.0,97.0,2545,17.0,1975-01-01,47157,Japan
Ford,ford pinto,18.0,6,171.0,97.0,2984,14.5,1975-01-01,12327,USA
Honda,honda civic cvcc,33.0,4,91.0,53.0,1795,17.5,1975-01-01,37848,Japan
Saab,saab 99le,25.0,4,121.0,115.0,2671,13.5,1975-01-01,35184,Europe
Volvo,volvo 244dl,22.0,4,121.0,98.0,2945,14.5,1975-01-01,32671,Europe
Peugeot,peugeot 504,23.0,4,120.0,88.0,2957,17.0,1975-01-01,25087,Europe
Audi,audi 100ls,23.0,4,115.0,95.0,2694,15.0,1975-01-01,44698,Europe
Amc,amc pacer,19.0,6,232.0,90.0,3211,17.0,1975-01-01,33509,USA
Plymouth,plymouth valiant custom,19.0,6,225.0,95.0,3264,16.0,1975-01-01,27675,USA
Chevrolet,chevrolet nova,18.0,6,250.0,105.0,3459,16.0,1975-01-01,33938,USA
Toyota,toyota corolla,29.0,4,97.0,75.0,2171,16.0,1975-01-01,47797,japan
Volvo,volvo 244dl,22.0,4,121.0,98.0,2945,14.5,1975-01-01,40354,europe
Peugeot,peugeot 504,23.0,4,120.0,88.0,2957,17.0,1975-01-01,35826,europe
Audi,audi 100ls,23.0,4,115.0,95.0,2694,15.0,1975-01-01,31732,europe
Amc,amc pacer,19.0,6,232.0,90.0,3211,17.0,1975-01-01,21003,usa
Volkswagen,volkswagen rabbit,29.0,4,90.0,70.0,1937,14.0,1975-01-01,37860,europe
Ford,ford pinto,18.0,6,171.0,97.0,2984,14.5,1975-01-01,37509,usa
Datsun,datsun 710,24.0,4,119.0,97.0,2545,17.0,1975-01-01,30559,japan
Volkswagen,volkswagen dasher,25.0,4,90.0,71.0,2223,16.5,1975-01-01,47678,europe
Toyota,toyota corona,24.0,4,134.0,96.0,2702,13.5,1975-01-01,44620,japan
Pontiac,pontiac astro,23.0,4,140.0,78.0,2592,18.5,1975-01-01,32700,usa
Amc,amc gremlin,20.0,6,232.0,100.0,2914,16.0,1975-01-01,46395,usa
Saab,saab 99le,25.0,4,121.0,115.0,2671,13.5,1975-01-01,23843,europe
Ford,ford pinto,23.0,4,140.0,83.0,2639,17.0,1975-01-01,12105,usa
Chevrolet,chevrolet monza 2+2,20.0,8,262.0,110.0,3221,13.5,1975-01-01,43591,usa
Buick,buick skyhawk,21.0,6,231.0,110.0,3039,15.0,1975-01-01,33960,usa
Plymouth,plymouth fury,18.0,6,225.0,95.0,3785,19.0,1975-01-01,38016,usa
Amc,amc matador,15.0,6,258.0,110.0,3730,19.0,1975-01-01,44299,usa
Chevroelt,chevroelt chevelle malibu,16.0,6,250.0,105.0,3897,18.5,1975-01-01,43982,usa
Buick,buick century,17.0,6,231.0,110.0,3907,21.0,1975-01-01,10504,usa
Ford,ford ltd,14.0,8,351.0,148.0,4657,13.5,1975-01-01,24683,usa
Plymouth,plymouth grand fury,16.0,8,318.0,150.0,4498,14.5,1975-01-01,49298,usa
Pontiac,pontiac catalina,16.0,8,400.0,170.0,4668,11.5,1975-01-01,23116,usa
Ford,ford maverick,15.0,6,250.0,72.0,3158,19.5,1975-01-01,40355,usa
Mercury,mercury monarch,15.0,6,250.0,72.0,3432,21.0,1975-01-01,13709,usa
Ford,ford mustang ii,13.0,8,302.0,129.0,3169,12.0,1975-01-01,27312,usa
Honda,honda civic cvcc,33.0,4,91.0,53.0,1795,17.5,1975-01-01,16190,japan
Volkswagen,volkswagen rabbit,29.0,4,90.0,70.0,1937,14.0,1975-01-01,10197,Europe
Chevy,chevy c10,13.0,8,350.0,145.0,4055,12.0,1976-01-01,44349,usa
Ford,ford pinto,26.5,4,140.0,72.0,2565,13.6,1976-01-01,30445,USA
Toyota,toyota corolla,28.0,4,97.0,75.0,2155,16.4,1976-01-01,31918,Japan
Datsun,datsun b-210,32.0,4,85.0,70.0,1990,17.0,1976-01-01,49384,Japan
Volkswagen,volkswagen rabbit,29.5,4,97.0,71.0,1825,12.2,1976-01-01,18120,Europe
Amc,amc pacer d/l,17.5,6,258.0,95.0,3193,17.8,1976-01-01,18155,USA
Pontiac,pontiac ventura sj,18.5,6,250.0,110.0,3645,16.2,1976-01-01,11802,USA
Ford,ford granada ghia,18.0,6,250.0,78.0,3574,21.0,1976-01-01,47504,USA
Dodge,dodge aspen se,20.0,6,225.0,100.0,3651,17.7,1976-01-01,21111,USA
Honda,honda civic,33.0,4,91.0,53.0,1795,17.4,1976-01-01,45153,Japan
Vw,vw rabbit,29.0,4,90.0,70.0,1937,14.2,1976-01-01,33078,Europe
Chevrolet,chevrolet woody,24.5,4,98.0,60.0,2164,22.1,1976-01-01,15759,USA
Chevrolet,chevrolet chevette,29.0,4,85.0,52.0,2035,22.2,1976-01-01,28343,USA
Amc,amc hornet,22.5,6,232.0,90.0,3085,17.6,1976-01-01,29360,USA
Ford,ford maverick,24.0,6,200.0,81.0,3012,17.6,1976-01-01,18680,USA
Volvo,volvo 245,20.0,4,130.0,102.0,3150,15.7,1976-01-01,40306,Europe
Chevrolet,chevrolet nova,22.0,6,250.0,105.0,3353,14.5,1976-01-01,28227,USA
Ford,ford gran torino,14.5,8,351.0,152.0,4215,12.8,1976-01-01,12911,USA
Amc,amc matador,15.5,8,304.0,120.0,3962,13.9,1976-01-01,21411,USA
Dodge,dodge coronet brougham,16.0,8,318.0,150.0,4190,13.0,1976-01-01,40206,USA
Chevrolet,chevrolet chevelle malibu classic,17.5,8,305.0,140.0,4215,13.0,1976-01-01,44754,USA
Renault,renault 12tl,27.0,4,101.0,83.0,2202,15.3,1976-01-01,16546,Europe
Dodge,dodge colt,26.0,4,98.0,79.0,2255,17.7,1976-01-01,12811,USA
Capri,capri ii,25.0,4,140.0,92.0,2572,14.9,1976-01-01,36370,USA
Opel,opel 1900,25.0,4,116.0,81.0,2220,16.9,1976-01-01,25708,Europe
Fiat,fiat 131,28.0,4,107.0,86.0,2464,15.5,1976-01-01,30666,Europe
Ford,ford gran torino,14.5,8,351.0,152.0,4215,12.8,1976-01-01,20975,usa
Amc,amc matador,15.5,8,304.0,120.0,3962,13.9,1976-01-01,44121,usa
Dodge,dodge coronet brougham,16.0,8,318.0,150.0,4190,13.0,1976-01-01,23323,usa
Chevrolet,chevrolet chevelle malibu classic,17.5,8,305.0,140.0,4215,13.0,1976-01-01,17114,usa
Renault,renault 12tl,27.0,4,101.0,83.0,2202,15.3,1976-01-01,34504,europe
Plymouth,plymouth valiant,22.0,6,225.0,100.0,3233,15.4,1976-01-01,11734,USA
Plymouth,plymouth volare premier v8,13.0,8,318.0,150.0,3940,13.2,1976-01-01,26646,USA
Peugeot,peugeot 504,19.0,4,120.0,88.0,3270,21.9,1976-01-01,41065,Europe
Toyota,toyota mark ii,19.0,6,156.0,108.0,2930,15.5,1976-01-01,35199,Japan
Ford,ford f108,13.0,8,302.0,130.0,3870,15.0,1976-01-01,15713,usa
Dodge,dodge d100,13.0,8,318.0,150.0,3755,14.0,1976-01-01,14804,usa
Opel,opel 1900,25.0,4,116.0,81.0,2220,16.9,1976-01-01,48413,europe
Fiat,fiat 131,28.0,4,107.0,86.0,2464,15.5,1976-01-01,27640,europe
Mercedes-Benz,mercedes-benz 280s,16.5,6,168.0,120.0,3820,16.7,1976-01-01,27308,europe
Toyota,toyota mark ii,19.0,6,156.0,108.0,2930,15.5,1976-01-01,41471,japan
Peugeot,peugeot 504,19.0,4,120.0,88.0,3270,21.9,1976-01-01,45547,europe
Plymouth,plymouth volare premier v8,13.0,8,318.0,150.0,3940,13.2,1976-01-01,23216,usa
Volvo,volvo 245,20.0,4,130.0,102.0,3150,15.7,1976-01-01,48088,europe
Ford,ford pinto,26.5,4,140.0,72.0,2565,13.6,1976-01-01,48810,usa
Toyota,toyota corolla,28.0,4,97.0,75.0,2155,16.4,1976-01-01,30159,japan
Datsun,datsun b-210,32.0,4,85.0,70.0,1990,17.0,1976-01-01,14835,japan
Volkswagen,volkswagen rabbit,29.5,4,97.0,71.0,1825,12.2,1976-01-01,47732,europe
Amc,amc pacer d/l,17.5,6,258.0,95.0,3193,17.8,1976-01-01,37355,usa
Pontiac,pontiac ventura sj,18.5,6,250.0,110.0,3645,16.2,1976-01-01,43307,usa
Ford,ford granada ghia,18.0,6,250.0,78.0,3574,21.0,1976-01-01,41921,usa
Dodge,dodge aspen se,20.0,6,225.0,100.0,3651,17.7,1976-01-01,29129,usa
Mercedes-Benz,mercedes-benz 280s,16.5,6,168.0,120.0,3820,16.7,1976-01-01,26371,Europe
Cadillac,cadillac seville,16.5,8,350.0,180.0,4380,12.1,1976-01-01,21835,USA
Chevy,chevy c10,13.0,8,350.0,145.0,4055,12.0,1976-01-01,12049,USA
Ford,ford f108,13.0,8,302.0,130.0,3870,15.0,1976-01-01,41616,USA
Dodge,dodge d100,13.0,8,318.0,150.0,3755,14.0,1976-01-01,48191,USA
Plymouth,plymouth valiant,22.0,6,225.0,100.0,3233,15.4,1976-01-01,21023,usa
Cadillac,cadillac seville,16.5,8,350.0,180.0,4380,12.1,1976-01-01,37532,usa
Chevrolet,chevrolet nova,22.0,6,250.0,105.0,3353,14.5,1976-01-01,31447,usa
Amc,amc hornet,22.5,6,232.0,90.0,3085,17.6,1976-01-01,33959,usa
Chevrolet,chevrolet chevette,29.0,4,85.0,52.0,2035,22.2,1976-01-01,10667,usa
Chevrolet,chevrolet woody,24.5,4,98.0,60.0,2164,22.1,1976-01-01,39703,usa
Vw,vw rabbit,29.0,4,90.0,70.0,1937,14.2,1976-01-01,19337,europe
Capri,capri ii,25.0,4,140.0,92.0,2572,14.9,1976-01-01,13330,usa
Honda,honda civic,33.0,4,91.0,53.0,1795,17.4,1976-01-01,46487,japan
Ford,ford maverick,24.0,6,200.0,81.0,3012,17.6,1976-01-01,34933,usa
Dodge,dodge colt,26.0,4,98.0,79.0,2255,17.7,1976-01-01,29087,usa
Pontiac,pontiac grand prix lj,16.0,8,400.0,180.0,4220,11.1,1977-01-01,16970,usa
Subaru,subaru dl,30.0,4,97.0,67.0,1985,16.4,1977-01-01,22763,japan
Honda,honda accord cvcc,31.5,4,98.0,68.0,2045,18.5,1977-01-01,20136,japan
Buick,buick opel isuzu deluxe,30.0,4,111.0,80.0,2155,14.8,1977-01-01,10009,usa
Renault,renault 5 gtl,36.0,4,79.0,58.0,1825,18.6,1977-01-01,29255,europe
Plymouth,plymouth arrow gs,25.5,4,122.0,96.0,2300,15.5,1977-01-01,33793,usa
Datsun,datsun f-10 hatchback,33.5,4,85.0,70.0,1945,16.8,1977-01-01,39548,japan
Chevrolet,chevrolet caprice classic,17.5,8,305.0,145.0,3880,12.5,1977-01-01,47892,usa
Oldsmobile,oldsmobile cutlass supreme,17.0,8,260.0,110.0,4060,19.0,1977-01-01,11015,usa
Dodge,dodge monaco brougham,15.5,8,318.0,145.0,4140,13.7,1977-01-01,37712,usa
Mercury,mercury cougar brougham,15.0,8,302.0,130.0,4295,14.9,1977-01-01,44961,usa
Chevrolet,chevrolet concours,17.5,6,250.0,110.0,3520,16.4,1977-01-01,18415,usa
Buick,buick skylark,20.5,6,231.0,105.0,3425,16.9,1977-01-01,33833,usa
Plymouth,plymouth volare custom,19.0,6,225.0,100.0,3630,17.7,1977-01-01,14158,usa
Ford,ford granada,18.5,6,250.0,98.0,3525,19.0,1977-01-01,30309,usa
Chevrolet,chevrolet monte carlo landau,15.5,8,350.0,170.0,4165,11.4,1977-01-01,16938,usa
Chrysler,chrysler cordoba,15.5,8,400.0,190.0,4325,12.2,1977-01-01,31168,usa
Volkswagen,volkswagen rabbit custom,29.0,4,97.0,78.0,1940,14.5,1977-01-01,28017,europe
Pontiac,pontiac sunbird coupe,24.5,4,151.0,88.0,2740,16.0,1977-01-01,20344,usa
Toyota,toyota corolla liftback,26.0,4,97.0,75.0,2265,18.2,1977-01-01,18702,japan
Ford,ford mustang ii 2+2,25.5,4,140.0,89.0,2755,15.8,1977-01-01,10384,usa
Chevrolet,chevrolet chevette,30.5,4,98.0,63.0,2051,17.0,1977-01-01,10404,usa
Dodge,dodge colt m/m,33.5,4,98.0,83.0,2075,15.9,1977-01-01,39189,usa
Volkswagen,volkswagen dasher,30.5,4,97.0,78.0,2190,14.1,1977-01-01,28384,europe
Ford,ford thunderbird,16.0,8,351.0,149.0,4335,14.5,1977-01-01,30384,usa
Bmw,bmw 320i,21.5,4,121.0,110.0,2600,12.8,1977-01-01,19860,europe
Pontiac,pontiac sunbird coupe,24.5,4,151.0,88.0,2740,16.0,1977-01-01,31357,USA
Honda,honda Accelerationord cvcc,31.5,4,98.0,68.0,2045,18.5,1977-01-01,30932,Japan
Buick,buick opel isuzu deluxe,30.0,4,111.0,80.0,2155,14.8,1977-01-01,39855,USA
Renault,renault 5 gtl,36.0,4,79.0,58.0,1825,18.6,1977-01-01,17158,Europe
Plymouth,plymouth arrow gs,25.5,4,122.0,96.0,2300,15.5,1977-01-01,17400,USA
Datsun,datsun f-10 hatchback,33.5,4,85.0,70.0,1945,16.8,1977-01-01,25151,Japan
Chevrolet,chevrolet caprice classic,17.5,8,305.0,145.0,3880,12.5,1977-01-01,11154,USA
Oldsmobile,oldsmobile cutlass supreme,17.0,8,260.0,110.0,4060,19.0,1977-01-01,14499,USA
Datsun,datsun 810,22.0,6,146.0,97.0,2815,14.5,1977-01-01,42606,japan
Dodge,dodge monaco brougham,15.5,8,318.0,145.0,4140,13.7,1977-01-01,16295,USA
Mercury,mercury cougar brougham,15.0,8,302.0,130.0,4295,14.9,1977-01-01,22183,USA
Chevrolet,chevrolet concours,17.5,6,250.0,110.0,3520,16.4,1977-01-01,39299,USA
Buick,buick skylark,20.5,6,231.0,105.0,3425,16.9,1977-01-01,22874,USA
Plymouth,plymouth volare custom,19.0,6,225.0,100.0,3630,17.7,1977-01-01,42711,USA
Pontiac,pontiac grand prix lj,16.0,8,400.0,180.0,4220,11.1,1977-01-01,12557,USA
Ford,ford granada,18.5,6,250.0,98.0,3525,19.0,1977-01-01,15539,USA
Chevrolet,chevrolet chevette,30.5,4,98.0,63.0,2051,17.0,1977-01-01,38643,USA
Bmw,bmw 320i,21.5,4,121.0,110.0,2600,12.8,1977-01-01,31295,Europe
Datsun,datsun 810,22.0,6,146.0,97.0,2815,14.5,1977-01-01,35876,Japan
Volkswagen,volkswagen dasher,30.5,4,97.0,78.0,2190,14.1,1977-01-01,33328,Europe
Subaru,subaru dl,30.0,4,97.0,67.0,1985,16.4,1977-01-01,48467,Japan
Dodge,dodge colt m/m,33.5,4,98.0,83.0,2075,15.9,1977-01-01,34736,USA
Chevrolet,chevrolet monte carlo landau,15.5,8,350.0,170.0,4165,11.4,1977-01-01,48360,USA
Mazda,mazda rx-4,21.5,3,80.0,110.0,2720,13.5,1977-01-01,13987,Japan
Toyota,toyota corolla liftback,26.0,4,97.0,75.0,2265,18.2,1977-01-01,21969,Japan
Volkswagen,volkswagen rabbit custom,29.0,4,97.0,78.0,1940,14.5,1977-01-01,12961,Europe
Mazda,mazda rx-4,21.5,3,80.0,110.0,2720,13.5,1977-01-01,48757,japan
Ford,ford thunderbird,16.0,8,351.0,149.0,4335,14.5,1977-01-01,12200,USA
Chrysler,chrysler cordoba,15.5,8,400.0,190.0,4325,12.2,1977-01-01,26482,USA
Ford,ford mustang ii 2+2,25.5,4,140.0,89.0,2755,15.8,1977-01-01,12869,USA
Mazda,mazda glc deluxe,32.8,4,78.0,52.0,1985,19.4,1978-01-01,30880,Japan
Datsun,datsun b210 gx,39.4,4,85.0,70.0,2070,18.6,1978-01-01,14735,Japan
Honda,honda civic cvcc,36.1,4,91.0,60.0,1800,16.4,1978-01-01,14555,Japan
Dodge,dodge diplomat,19.4,8,318.0,140.0,3735,13.2,1978-01-01,27429,USA
Mercury,mercury monarch ghia,20.2,8,302.0,139.0,3570,12.8,1978-01-01,16893,USA
Honda,honda Accelerationord lx,29.5,4,98.0,68.0,2135,16.6,1978-01-01,45743,Japan
Volkswagen,volkswagen scirocco,31.5,4,89.0,71.0,1990,14.9,1978-01-01,20492,Europe
Peugeot,peugeot 604sl,16.2,6,163.0,133.0,3410,15.8,1978-01-01,10190,Europe
Saab,saab 99gle,21.6,4,121.0,115.0,2795,15.7,1978-01-01,10699,Europe
Volvo,volvo 264gl,17.0,6,163.0,125.0,3140,13.6,1978-01-01,10301,Europe
Audi,audi 5000,20.3,5,131.0,103.0,2830,15.9,1978-01-01,41216,Europe
Datsun,datsun 200-sx,23.9,4,119.0,97.0,2405,14.9,1978-01-01,13420,Japan
Oldsmobile,oldsmobile starfire sx,23.8,4,151.0,85.0,2855,17.6,1978-01-01,28711,USA
Plymouth,plymouth sapporo,23.2,4,156.0,105.0,2745,16.7,1978-01-01,43828,USA
Toyota,toyota celica gt liftback,21.1,4,134.0,95.0,2515,14.8,1978-01-01,42635,Japan
Dodge,dodge omni,30.9,4,105.0,75.0,2230,14.5,1978-01-01,46212,USA
Datsun,datsun 510,27.2,4,119.0,97.0,2300,14.7,1978-01-01,27453,Japan
Toyota,toyota corona,27.5,4,134.0,95.0,2560,14.2,1978-01-01,28589,Japan
Oldsmobile,oldsmobile cutlass salon brougham,19.9,8,260.0,110.0,3365,15.5,1978-01-01,29830,USA
Chevrolet,chevrolet chevette,30.0,4,98.0,68.0,2155,16.5,1978-01-01,18208,USA
Ford,ford futura,18.1,8,302.0,139.0,3205,11.2,1978-01-01,19007,USA
Buick,buick regal sport coupe (turbo),17.7,6,231.0,165.0,3445,13.4,1978-01-01,37643,USA
Chevrolet,chevrolet monte carlo landau,19.2,8,305.0,145.0,3425,13.2,1978-01-01,39124,USA
Amc,amc concord d/l,18.1,6,258.0,120.0,3410,15.1,1978-01-01,15600,USA
Dodge,dodge aspen,18.6,6,225.0,110.0,3620,18.7,1978-01-01,49790,USA
Mercury,mercury zephyr,20.8,6,200.0,85.0,3070,16.7,1978-01-01,42352,USA
Buick,buick century special,20.6,6,231.0,105.0,3380,15.8,1978-01-01,40746,USA
Amc,amc concord,19.4,6,232.0,90.0,3210,17.2,1978-01-01,29738,USA
Plymouth,plymouth volare,20.5,6,225.0,100.0,3430,17.2,1978-01-01,15895,USA
Ford,ford fairmont (man),25.1,4,140.0,88.0,2720,15.4,1978-01-01,20677,USA
Ford,ford fairmont (auto),20.2,6,200.0,85.0,2965,15.8,1978-01-01,18754,USA
Chevrolet,chevrolet malibu,20.5,6,200.0,95.0,3155,18.2,1978-01-01,13436,USA
Pontiac,pontiac phoenix lj,19.2,6,231.0,105.0,3535,19.2,1978-01-01,24373,USA
Dodge,dodge magnum xe,17.5,8,318.0,140.0,4080,13.7,1978-01-01,47410,USA
Ford,ford fiesta,36.1,4,98.0,66.0,1800,14.4,1978-01-01,43986,USA
Volkswagen,volkswagen rabbit custom diesel,43.1,4,90.0,48.0,1985,21.5,1978-01-01,25106,europe
Mercury,mercury zephyr,20.8,6,200.0,85.0,3070,16.7,1978-01-01,46187,usa
Volkswagen,volkswagen rabbit custom diesel,43.1,4,90.0,48.0,1985,21.5,1978-01-01,32399,Europe
Buick,buick century special,20.6,6,231.0,105.0,3380,15.8,1978-01-01,36657,usa
Amc,amc concord,19.4,6,232.0,90.0,3210,17.2,1978-01-01,47744,usa
Plymouth,plymouth volare,20.5,6,225.0,100.0,3430,17.2,1978-01-01,14544,usa
